tag,type,n,text,xml:id,who,ana,lemma,part,prev,rendition,act,scene,onstage,stagegroup_raw,speaker
pc,,5.1.106,—,fs-mm-0393330,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
sp,,,,sp-2465,{'#Duke_MM'},,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
l,,5.1.107,,ftln-2465,,,,I,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
w,,5.1.107,That’s,fs-mm-0393350,,#d|vvz,that|be,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.107,somewhat,fs-mm-0393370,,#av,somewhat,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.107,madly,fs-mm-0393390,,#av_j,mad,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.107,spoken,fs-mm-0393410,,#vvn,speak,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
pc,,5.1.107,.,fs-mm-0393420,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
sp,,,,sp-2466,{'#Isabella_MM'},,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.108,,ftln-2466,,,,F,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.108,Pardon,fs-mm-0393440,,#vvb,pardon,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.108,it,fs-mm-0393460,,#pn,it,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.108,;,fs-mm-0393470,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.109,,ftln-2467,,#short,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.109,The,fs-mm-0393480,,#d,the,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.109,phrase,fs-mm-0393500,,#n1,phrase,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.109,is,fs-mm-0393520,,#vvz,be,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.109,to,fs-mm-0393540,,#acp-p,to,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.109,the,fs-mm-0393560,,#d,the,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.109,matter,fs-mm-0393580,,#n1,matter,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.109,.,fs-mm-0393590,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
sp,,,,sp-2468,{'#Duke_MM'},,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
l,,5.1.110,,ftln-2468,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
w,,5.1.110,Mended,fs-mm-0393610,,#vvn,mend,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.110,again,fs-mm-0393630,,#av,again,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
pc,,5.1.110,.,fs-mm-0393640,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.110,The,fs-mm-0393660,,#d,the,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.110,matter,fs-mm-0393680,,#n1,matter,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
pc,,5.1.110,;,fs-mm-0393690,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.110,proceed,fs-mm-0393710,,#vvb,proceed,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
pc,,5.1.110,.,fs-mm-0393720,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Duke_MM
sp,,,,sp-2469,{'#Isabella_MM'},,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.111,,ftln-2469,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.111,In,fs-mm-0393740,,#acp-p,in,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,brief,fs-mm-0393760,,#j,brief,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.111,",",fs-mm-0393770,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,to,fs-mm-0393790,,#acp-cs,to,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,set,fs-mm-0393810,,#vvi,set,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,the,fs-mm-0393830,,#d,the,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,needless,fs-mm-0393850,,#j,needless,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,process,fs-mm-0393870,,#n1,process,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.111,by,fs-mm-0393890,,#acp-p,by,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.111,:,fs-mm-0393900,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.112,,ftln-2470,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.112,How,fs-mm-0393910,,#crq-cs,how,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,I,fs-mm-0393930,,#pns,i,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,persuaded,fs-mm-0393950,,#vvd,persuade,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.112,",",fs-mm-0393960,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,how,fs-mm-0393980,,#crq-cs,how,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,I,fs-mm-0394000,,#pns,i,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,prayed,fs-mm-0394020,,#vvd,pray,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,and,fs-mm-0394040,,#cc,and,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.112,kneeled,fs-mm-0394060,,#vvd,kneel,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.112,",",fs-mm-0394070,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.113,,ftln-2471,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.113,How,fs-mm-0394080,,#crq-cs,how,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,he,fs-mm-0394100,,#pns,he,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,refelled,fs-mm-0394120,,#vvd,refell,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,me,fs-mm-0394140,,#pno,i,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.113,",",fs-mm-0394150,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,and,fs-mm-0394170,,#cc,and,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,how,fs-mm-0394190,,#crq-cs,how,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,I,fs-mm-0394210,,#pns,i,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.113,replied,fs-mm-0394230,,#vvd,reply,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
pc,,5.1.113,—,fs-mm-0394240,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
l,,5.1.114,,ftln-2472,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
w,,5.1.114,For,fs-mm-0394250,,#acp-p,for,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
w,,5.1.114,this,fs-mm-0394270,,#d,this,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,#Isabella_MM
c,,, ,,,,,,,,5,1,#ATTENDANTS_MM #Angelo_MM #CITIZENS_MM #Duke_MM #Escalus_MM #FriarPeter_MM #Isabella_MM #Lucio_MM #OFFICERS_MM #Provost_MM #Varrius_MM,110,
